"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra026415","Bra026415","PF08766","PTHR13468","KOG2266","","","AT4G26630.1","","DEK domain-containing chromatin associated protein",15
"Bra008876","Bra008876","PF00939,PF03600","PTHR10283","","","","AT5G12860.1","DiT1","dicarboxylate transporter 1",15
"Bra025858","Bra025858","PF00365","PTHR13697","KOG2440","2.7.1.90","K00895","AT1G20950.1","","Phosphofructokinase family protein",15
"Bra019733","Bra019733","PF00365","PTHR13697","KOG2440","2.7.1.90","K00895","AT1G12000.1","","Phosphofructokinase family protein",15
"Bra013582","Bra013582","PF07732,PF00394,PF07731","PTHR11709","KOG1263","","","AT4G22010.1","sks4","SKU5  similar 4",15
"Bra040403","Bra040403","PF01535","PTHR10483","","","","AT3G04760.1","","Pentatricopeptide repeat (PPR-like) superfamily protein",15
"Bra006778","Bra006778","PF10674","","","","","AT5G58250.1","","",15
"Bra023704","Bra023704","","PTHR13683","KOG1339","","","AT5G19110.1","","Eukaryotic aspartyl protease family protein",15
"Bra032137","Bra032137","PF01073,PF05368,PF01370","PTHR10366","KOG1502","","","AT2G23910.1","","NAD(P)-binding Rossmann-fold superfamily protein",15
"Bra000024","Bra000024","PF11891","","","","","AT2G37860.3","LCD1","Protein of unknown function (DUF3411)",15
"Bra039174","Bra039174*","PF00135,PF07859","PTHR11559","KOG1515","","","AT3G02410.1","ICME-LIKE2","alpha/beta-Hydrolases superfamily protein",15
"Bra013881","Bra013881*","PF04043","","","","","AT4G25260.1","","Plant invertase/pectin methylesterase inhibitor superfamily protein",15
"Bra013882","Bra013882*","PF01535","PTHR10483","","","","AT4G25270.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",15
"Bra013883","Bra013883*","PF00406,PF02223","PTHR23359","KOG3079","2.7.4.-,2.7.4.14","K13800","AT4G25280.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",15
"Bra022908","Bra022908","PF00231","PTHR11693","KOG1531","3.6.3.14","K02136","AT2G33040.1","ATP3","gamma subunit of Mt ATP synthase",16
"Bra032548","Bra032548","PF00583,PF08445","PTHR23091","KOG3139","","","AT1G03650.1","","Acyl-CoA N-acyltransferases (NAT) superfamily protein",16
"Bra010681","Bra010681","PF00153","PTHR11896","KOG0768","","","AT4G39460.1","SAMC1,SAMT1","S-adenosylmethionine carrier 1",16
"Bra002804","Bra002804","PF00235","PTHR11604","KOG1755","","","AT5G56600.1","PFN3,PRF3","profilin 3",16
"Bra007047","Bra007047","PF02453","PTHR10994","KOG1792","","","AT3G54120.1","","Reticulon family protein",16
"Bra013053","Bra013053","PF00141","","","","","AT4G35000.1","APX3","ascorbate peroxidase 3",16
"Bra001177","Bra001177","PF00501","PTHR11968","KOG1256","6.2.1.3","K01897","AT3G05970.1","ATLACS6,LACS6","long-chain acyl-CoA synthetase 6",16
"Bra014229","Bra014229","PF00574","PTHR10381","KOG0840","","","AT1G49970.1","CLPR1,NCLPP5,SVR2","CLP protease proteolytic subunit 1",16
"Bra021810","Bra021810*","PF01851","PTHR10943","KOG2062","","K03032","AT2G32730.1","","26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit",16
"Bra021811","Bra021811*","PF03016","PTHR15157","KOG1021","","","AT2G32740.1","ATGT13,GT13","galactosyltransferase 13",16
"Bra021812","Bra021812*","PF11976,PF00240","PTHR10562","KOG1769","","","AT2G32765.1","ATSUMO5,SUM5,SUMO5","small ubiquitinrelated modifier 5",16
"Bra036146","Bra036146","","","","","","AT5G49280.1","","hydroxyproline-rich glycoprotein family protein",17
"Bra028357","Bra028357","PF00010","","","","","AT3G24140.1","FMA","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",17
"Bra040573","Bra040573","PF03169","PTHR22601","KOG2262","","","AT4G16370.1","ATOPT3,OPT3","oligopeptide transporter",17
"Bra001848","Bra001848","","","","","","AT3G21865.1","PEX22","peroxin 22",17
"Bra040630","Bra040630","","","","","","AT1G66820.1","","glycine-rich protein",17
"Bra011047","Bra011047","PF03912","","","","K08903","AT4G28660.1","PSB28","photosystem II reaction center PSB28 protein",17
"Bra002191","Bra002191","PF01156","PTHR12304","KOG2938","","","AT5G18860.1","","inosine-uridine preferring nucleoside hydrolase family protein",17
"Bra027938","Bra027938","PF00560,PF00069,PF07714","PTHR23258","KOG1187","","","AT3G47570.1","","Leucine-rich repeat protein kinase family protein",17
"Bra009968","Bra009968","PF00083","PTHR11600","","","","AT5G27350.1","SFP1","Major facilitator superfamily protein",18
"Bra013957","Bra013957","PF01554","PTHR11206","KOG1347","","","AT5G17700.1","","MATE efflux family protein",18
"Bra040417","Bra040417","PF00291","PTHR10314","KOG1252","","","AT3G04940.1","ATCYSD1,CYSD1","cysteine synthase D1",18
"Bra039936","Bra039936","PF00450","PTHR11802","KOG1282","","","AT2G22990.1","SCPL8,SNG1","sinapoylglucose 1",18
"Bra013906","Bra013906","PF01554","PTHR11206","KOG1347","","","AT4G25640.1","ATDTX35,DTX35,FFT","detoxifying efflux carrier 35",18
"Bra002645","Bra002645*","PF00106,PF01370,PF02719,PF05368,PF08659,PF01073,PF07993","PTHR10366","KOG1502","","","AT5G58490.1","","NAD(P)-binding Rossmann-fold superfamily protein",18
"Bra029045","Bra029045*","PF00201","PTHR11926","KOG1192","","","AT5G54010.1","","UDP-Glycosyltransferase superfamily protein",18
"Bra029046","Bra029046*","PF00201","PTHR11926","KOG1192","","","AT5G54010.1","","UDP-Glycosyltransferase superfamily protein",18
"Bra023673","Bra023673","PF00657","PTHR22835:SF27","","","","AT5G18430.1","","GDSL-like Lipase/Acylhydrolase superfamily protein",19
"Bra009758","Bra009758","PF01182","PTHR11054","KOG3147","3.1.1.31","K01057","AT5G24400.1","EMB2024,PGL3","NagB/RpiA/CoA transferase-like superfamily protein",19
"Bra024615","Bra024615","PF00484","PTHR11002","KOG1578","","","AT1G23730.1","ATBCA3,BCA3","beta carbonic anhydrase 3",19
"Bra028992","Bra028992","PF00364,PF00198","PTHR23151","KOG0559","2.3.1.61","K00658","AT5G55070.1","","Dihydrolipoamide succinyltransferase",20
"Bra033199","Bra033199","PF12215,PF04685","PTHR12654","KOG2119","","","AT4G10060.1","","Beta-glucosidase, GBA2 type family protein",20
"Bra006633","Bra006633","PF00535","","","","","AT5G22740.1","ATCSLA02,ATCSLA2,CSLA02,CSLA2","cellulose synthase-like A02",20
"Bra022234","Bra022234","","","","","","AT1G14800.1","","Nucleic acid-binding, OB-fold-like protein",20
"Bra028474","Bra028474","PF00479,PF02781","PTHR23429","KOG0563","1.1.1.49","K00036","AT5G40760.1","G6PD6","glucose-6-phosphate dehydrogenase 6",20
"Bra000769","Bra000769","PF00067","PTHR19383","KOG0156","","","AT4G12320.1","CYP706A6","cytochrome P450, family 706, subfamily A, polypeptide 6",20
"Bra005598","Bra005598","PF02163","PTHR22939","","","","AT2G32480.1","ARASP","ARABIDOPSIS SERIN PROTEASE",20
"Bra019940","Bra019940","PF02798,PF00043","PTHR11260","KOG0406","","","AT1G10370.1","ATGSTU17,ERD9,GST30,GST30B","Glutathione S-transferase family protein",20
"Bra012154","Bra012154","PF01566","PTHR11706","KOG1291","","","AT5G67330.1","ATNRAMP4,NRAMP4","natural resistance associated macrophage protein 4",20
"Bra031290","Bra031290","PF00201","PTHR11926","KOG1192","","","AT3G21560.1","UGT84A2","UDP-Glycosyltransferase superfamily protein",20
"Bra011606","Bra011606","","","","","","AT4G35320.1","","",20
"Bra039362","Bra039362","PF02431","","","","","AT3G55120.1","A11,CFI,TT5","Chalcone-flavanone isomerase family protein",20
"Bra013161","Bra013161","PF00724","PTHR22893","KOG0134","1.3.1.42","K05894","AT2G06050.1","DDE1,OPR3","oxophytodienoate-reductase 3",20
"Bra006224","Bra006224","PF00195,PF08392,PF08545,PF02797,PF08541","","","2.3.1.74","K00660","AT5G13930.1","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein",20
"Bra009101","Bra009101","PF02431","","","","","AT5G05270.1","","Chalcone-flavanone isomerase family protein",20
"Bra004109","Bra004109","PF00501","PTHR11968","KOG1176","6.2.1.12","K01904","AT1G65060.1","4CL3","4-coumarate:CoA ligase 3",20
"Bra003209","Bra003209","PF02431","","","","","AT3G55120.1","A11,CFI,TT5","Chalcone-flavanone isomerase family protein",20
"Bra036827","Bra036827","PF06911","PTHR21068","","","","AT3G51250.1","","Senescence/dehydration-associated protein-related",20
"Bra008792","Bra008792","PF00195,PF08392,PF08545,PF02797,PF08541","","","2.3.1.74","K00660","AT5G13930.1","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein",20
"Bra023441","Bra023441","PF00195,PF08392,PF08545,PF02797,PF08541","","","2.3.1.74","K00660","AT5G13930.1","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein",20
"Bra033612","Bra033612*","","","","","","AT4G39320.1","","microtubule-associated protein-related",20
"Bra033613","Bra033613*","PF08240,PF00107","PTHR11695","KOG0023","","","AT4G39330.1","ATCAD9,CAD9","cinnamyl alcohol dehydrogenase 9",20
"Bra013120","Bra013120*","PF01583","PTHR11055","KOG0635","","","AT2G14750.1","AKN1,APK,APK1,ATAKN1","APS kinase",20
"Bra013121","Bra013121*","PF02225,PF07645","PTHR22765","","","","AT2G14740.1","ATVSR3,BP80-2;2,VSR2;2,VSR3","vaculolar sorting receptor 3",20
"Bra022802","Bra022802*","PF00067","PTHR19383","KOG0156","","","AT2G30490.1","ATC4H,C4H,CYP73A5,REF3","cinnamate-4-hydroxylase",20
"Bra022803","Bra022803*","PF00067","PTHR19383","KOG0156","1.14.13.11","K00487","AT2G30490.1","ATC4H,C4H,CYP73A5,REF3","cinnamate-4-hydroxylase",20
"Bra029857","Bra029857","PF00833,PF00293","PTHR10732","KOG0187","","","AT3G10620.1","ATNUDX26,NUDX26","nudix hydrolase homolog 26",21
"Bra004355","Bra004355","PF00010","","","","","AT1G69010.1","BIM2","BES1-interacting Myc-like protein 2",21
"Bra017684","Bra017684","PF05922,PF00082,PF02225","PTHR10795","","","","AT4G34980.1","SLP2","subtilisin-like serine protease 2",21
"Bra001372","Bra001372","","","","","","AT3G10650.1","","",21
"Bra004562","Bra004562","PF02453","PTHR10994","KOG1792","","","AT2G46170.1","","Reticulon family protein",21
"Bra028754","Bra028754","PF00487","","","","","AT5G05580.1","FAD8","fatty acid desaturase 8",21
"Bra037651","Bra037651","PF00232","PTHR10353","KOG0626","3.2.1.21","K01188","AT2G44450.1","BGLU15","beta glucosidase 15",21
"Bra023575","Bra023575","PF00005","PTHR19211","KOG0927","","K06185","AT5G60790.1","ATGCN1,GCN1","ABC transporter family protein",21
"Bra035608","Bra035608","PF00400","PTHR22847","","","","AT5G56190.2","","Transducin/WD40 repeat-like superfamily protein",21
"Bra005804","Bra005804","PF02365","","","","","AT5G04410.1","anac078,NAC2","NAC domain containing protein 2",21
"Bra034897","Bra034897","PF04526,PF03188","PTHR23130","KOG4293","","","AT4G12980.1","","Auxin-responsive family protein",21
"Bra023343","Bra023343","PF03096","PTHR11034","KOG2931","","","AT5G11790.1","NDL2","N-MYC downregulated-like 2",21
"Bra008540","Bra008540","PF00201","PTHR11926","KOG1192","2.4.1.218","K08237","AT4G01070.1","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein",21
"Bra038825","Bra038825","PF00069,PF07714","PTHR11295","KOG0661","","","AT4G13020.3","MHK","Protein kinase superfamily protein",21
"Bra039735","Bra039735","PF01490","PTHR22950","KOG1303","","","AT5G49630.1","AAP6","amino acid permease 6",21
"Bra009826","Bra009826","PF03790,PF03791,PF03789","PTHR11850","KOG0773","","","AT5G25220.1","KNAT3","KNOTTED1-like homeobox gene 3",21
"Bra013674","Bra013674","PF00314","","","","","AT4G11650.1","ATOSM34,OSM34","osmotin 34",21
"Bra003864","Bra003864","PF01582,PF00931","","","","","AT1G72890.1","","Disease resistance protein (TIR-NBS class)",21
"Bra017752","Bra017752","PF00067","PTHR19383","KOG0156","1.14.-.-","K09755","AT4G36220.1","CYP84A1,FAH1","ferulic acid 5-hydroxylase 1",21
"Bra001207","Bra001207","PF08240,PF00107","PTHR11695","KOG1198","","","AT4G13010.1","","Oxidoreductase, zinc-binding dehydrogenase family protein",21
"Bra025450","Bra025450","PF10539","PTHR23230","","","","AT5G42050.1","","DCD (Development and Cell Death) domain protein",21
"Bra025936","Bra025936","PF03097","PTHR23030","","","","AT1G17940.1","","Endosomal targeting BRO1-like domain-containing protein",21
"Bra039238","Bra039238","PF01397,PF03936,PF00892,PF03151","","","","","AT2G24220.1","ATPUP5,PUP5","purine permease 5",21
"Bra023084","Bra023084","PF00438,PF02772,PF02773","PTHR11964","KOG1506","2.5.1.6","K00789","AT2G36880.1","MAT3","methionine adenosyltransferase 3",21
"Bra035211","Bra035211","PF08534,PF00255,PF00578","PTHR11592","KOG1651","","","AT4G11600.1","ATGPX6,GPX6,LSC803,PHGPX","glutathione peroxidase 6",21
"Bra014283","Bra014283","","PTHR22814:SF13","","","","AT1G51090.1","","Heavy metal transport/detoxification superfamily protein",21
"Bra012099","Bra012099*","PF00176,PF00270,PF11496,PF00271","PTHR10799","KOG0385","","","AT5G66750.1","ATDDM1,CHA1,CHR01,CHR1,DDM1,SOM1,SOM4","chromatin remodeling 1",21
"Bra012100","Bra012100*","PF00890,PF02910","PTHR11632","KOG2403","1.3.5.1","K00234","AT5G66760.1","SDH1-1","succinate dehydrogenase 1-1",21
"Bra001348","Bra001348*","","","","","","AT3G08670.1","","",21
"Bra001349","Bra001349*","PF03000","","","","","AT3G08660.1","","Phototropic-responsive NPH3 family protein",21
"Bra019072","Bra019072*","","PTHR10314","","","","AT4G27070.1","TSB2","tryptophan synthase beta-subunit 2",21
"Bra019075","Bra019075*","PF00291","PTHR10314","KOG1395","4.2.1.20","K01696","AT4G27070.1","TSB2","tryptophan synthase beta-subunit 2",21
"Bra028414","Bra028414*","PF00560","PTHR23258","","","","AT1G29720.1","","Leucine-rich repeat transmembrane protein kinase",21
"Bra028415","Bra028415*","PF11721,PF07714,PF00069","PTHR23258","KOG1187","","","AT1G29720.1","","Leucine-rich repeat transmembrane protein kinase",21
"Bra010956","Bra010956*","PF07889","","","","","AT1G24267.1","","Protein of unknown function (DUF1664)",21
"Bra010957","Bra010957*","","","","","","AT5G13090.1","","",21
"Bra018492","Bra018492*","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G04540.1","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39",21
"Bra018493","Bra018493*","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G04540.1","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39",21
"Bra018496","Bra018496*","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G04540.1","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39",21
"Bra035450","Bra035450*","PF08268","","","","","AT1G53550.1","","F-box family protein",21
"Bra035451","Bra035451*","PF00300","PTHR23029","KOG4754","","","AT1G58280.1","","Phosphoglycerate mutase family protein",21
"Bra019285","Bra019285*","PF02453","PTHR10994","KOG1792","","","AT4G23630.1","BTI1,RTNLB1","VIRB2-interacting protein 1",21
"Bra000079","Bra000079*","PF04525","","","","","AT2G38640.1","","Protein of unknown function (DUF567)",21
"Bra000080","Bra000080*","PF04525","","","","","AT2G38640.1","","Protein of unknown function (DUF567)",21
"Bra015911","Bra015911*","PF00249","PTHR10641","","","K09422","AT1G74430.1","ATMYB95,ATMYBCP66,MYB95","myb domain protein 95",21
"Bra015912","Bra015912*","PF00249","PTHR10641","KOG0048","","K09422","AT1G74430.1","ATMYB95,ATMYBCP66,MYB95","myb domain protein 95",21
"Bra007698","Bra007698*","PF00232","PTHR10353","KOG0626","","","AT4G27830.1","BGLU10","beta glucosidase 10",21
"Bra007699","Bra007699*","PF00232","PTHR10353","KOG0626","","","AT4G27830.1","BGLU10","beta glucosidase 10",21
"Bra005441","Bra005441","PF10559,PF00344","PTHR10906","KOG1373","","K10956","AT2G34250.1","","SecY protein transport family protein",22
"Bra013069","Bra013069","PF00149","PTHR22953","KOG1378","","","AT2G16430.2","ATPAP10,PAP10","purple acid phosphatase 10",22
"Bra005546","Bra005546","PF00085","PTHR18929","KOG0191","5.3.4.1","K09584","AT2G32920.1","ATPDI9,ATPDIL2-3,PDI9,PDIL2-3","PDI-like 2-3",22
"Bra015665","Bra015665","PF00085","PTHR18929","KOG0190","5.3.4.1","K09580","AT1G77510.1","ATPDI6,ATPDIL1-2,PDI6,PDIL1-2","PDI-like 1-2",22
"Bra012696","Bra012696","PF00012","PTHR19375","KOG0104","","K09486","AT4G16660.1","","heat shock protein 70 (Hsp 70) family protein",22
"Bra013774","Bra013774","PF02518,PF00183","PTHR11528","KOG0020","","","AT4G24190.1","AtHsp90-7,AtHsp90.7,HSP90.7,SHD","Chaperone protein htpG family protein",22
"Bra023110","Bra023110","PF00012,PF06723","PTHR19375","KOG0100","","K09490","AT5G42020.1","BIP,BIP2","Heat shock protein 70 (Hsp 70) family protein",22
"Bra015047","Bra015047","PF00012,PF06723","PTHR19375","KOG0100","","K09490","AT5G42020.1","BIP,BIP2","Heat shock protein 70 (Hsp 70) family protein",22
"Bra035913","Bra035913","PF00262","PTHR11073","KOG0675","","K08054","AT5G61790.1","ATCNX1,CNX1","calnexin 1",22
"Bra027936","Bra027936","PF00262","PTHR11073","KOG0674","","K08057","AT1G56340.2","AtCRT1a,CRT1,CRT1a","calreticulin 1a",22
"Bra038166","Bra038166","PF00262","PTHR11073","KOG0674","","","AT1G56340.2","AtCRT1a,CRT1,CRT1a","calreticulin 1a",22
"Bra021898","Bra021898*","PF10559,PF00344","PTHR10906","KOG1373","","K10956","AT2G34250.1","","SecY protein transport family protein",22
"Bra021899","Bra021899*","PF04564,PF05804,PF00514","PTHR22849","","","","AT1G29340.1","ATPUB17,PUB17","plant U-box 17",22
"Bra029307","Bra029307*","","","","","","AT5G61820.1","","",22
"Bra029308","Bra029308*","PF00262","PTHR11073","KOG0675","","","AT5G61790.1","ATCNX1,CNX1","calnexin 1",22
"Bra001925","Bra001925","PF00320","PTHR22949:SF3","","","","AT3G24050.1","GATA1","GATA transcription factor 1",23
"Bra003942","Bra003942","","","","","","AT1G70780.1","","",23
"Bra019718","Bra019718","PF01066","PTHR10414","KOG2877","","","AT1G13560.1","AAPT1,ATAAPT1","aminoalcoholphosphotransferase 1",23
"Bra026043","Bra026043","","","","","","AT1G16520.1","","",23
"Bra022600","Bra022600","","","","","","AT5G52550.1","","",23
"Bra032192","Bra032192","","","","","","AT1G43850.1","SEU","SEUSS transcriptional co-regulator",23
"Bra023619","Bra023619","PF00403","PTHR22814","KOG1603","","","AT5G17450.1","","Heavy metal transport/detoxification superfamily protein",23
"Bra011921","Bra011921","PF00117,PF04715,PF00425","PTHR11236","KOG1224","2.6.1.85","K13950","AT2G28880.1","ADCS,emb1997","para-aminobenzoate (PABA) synthase family protein",23
"Bra004118","Bra004118","PF07766","PTHR14009","KOG1043","","","AT1G65540.1","","LETM1-like protein",23
"Bra007924","Bra007924","PF04864,PF00155","PTHR11751","","","","AT1G70560.1","SAV3,TAA1,WEI8","tryptophan aminotransferase of Arabidopsis 1",23
"Bra000207","Bra000207","PF00097","PTHR22763","KOG1493","6.3.2.19","K11982","AT2G40830.1","RHC1A","RING-H2 finger C1A",23
"Bra025363","Bra025363","PF04770","","","","","AT3G28920.1","AtHB34,HB34","homeobox protein 34",23
"Bra030762","Bra030762","PF02541,PF01966","","","","","AT1G09195.2","","",23
"Bra016259","Bra016259","PF00854","PTHR11654","KOG1237","","","AT1G69870.1","NRT1.7","nitrate transporter 1.7",23
"Bra017604","Bra017604","PF04057,PF01336,PF08646","PTHR23273","KOG0851","","K07466","AT5G45400.1","ATRPA70C,RPA70C","Replication factor-A protein 1-related",23
"Bra027207","Bra027207","PF01429,PF00332","","","","","AT3G15800.1","","Glycosyl hydrolase superfamily protein",23
"Bra027080","Bra027080","","","","","","AT1G61660.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",23
"Bra035633","Bra035633","PF00320","PTHR10071","","","","AT5G56860.1","GATA21,GNC","GATA type zinc finger transcription factor family protein",23
