"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Bra004188","PF01554","PTHR11206","KOG1347","","","AT1G66760.2","","MATE efflux family protein"
"Bra004222","PF02301","PTHR21518","KOG4652","","","AT1G67370.1","ASY1,ATASY1","DNA-binding HORMA family protein"
"Bra004225","PF00237","PTHR11593","KOG3353","","","AT1G67430.1","","Ribosomal protein L22p/L17e family protein"
"Bra004244","PF01432","PTHR11804","KOG2089","","","AT1G67690.1","","Zincin-like metalloproteases family protein"
"Bra004267","","","","","","AT1G67870.1","","glycine-rich protein"
"Bra004324","PF01936","","","","","AT3G62850.1","","zinc finger protein-related"
"Bra004355","PF00010","","","","","AT1G69010.1","BIM2","BES1-interacting Myc-like protein 2"
"Bra004400","PF01199","PTHR10759","KOG1790","","K02915","AT1G69620.1","RPL34","ribosomal protein L34"
"Bra004435","PF00582","","","","","AT2G47710.1","","Adenine nucleotide alpha hydrolases-like superfamily protein"
"Bra004436","PF00097","PTHR22937","","","","AT2G47700.1","RFI2","RING/U-box superfamily protein"
"Bra004460","PF00326,PF01738","PTHR11731","KOG2100","","","AT2G47390.1","","Prolyl oligopeptidase family protein"
"Bra004497","PF04755","","","","","AT2G46910.1","","Plastid-lipid associated protein PAP / fibrillin family protein"
"Bra004504","","","","","","AT2G46820.1","PSAP,PSI-P,PTAC8,TMP14","photosystem I P subunit"
"Bra004518","PF00173","PTHR19359","KOG0537","","","AT2G46650.1","ATCB5-C,B5 #1,CB5-C","cytochrome B5 isoform C"
"Bra004528","","","","","","AT2G46540.1","",""
"Bra004537","PF00520,PF00027","PTHR10217","KOG0498","","K05391","AT2G46430.1","ATCNGC3,CNGC3,CNGC3.C","cyclic nucleotide gated channel 3"
"Bra004540","PF03106","","","","","AT2G46400.1","ATWRKY46,WRKY46","WRKY DNA-binding protein 46"
"Bra004545","PF00069,PF00400","PTHR22850","KOG1033","","","AT2G46340.1","SPA1","SPA (suppressor of phyA-105) protein family"
"Bra004546","PF06376","","","","","AT2G46330.1","AGP16,ATAGP16","arabinogalactan protein 16"
"Bra004562","PF02453","PTHR10994","KOG1792","","","AT2G46170.1","","Reticulon family protein"
"Bra004581","PF03330,PF01357","","","","","AT2G40610.1","ATEXP8,ATEXPA8,ATHEXP ALPHA 1.11,EXP8,EXPA8","expansin A8"
"Bra004604","PF05678","","","","","AT2G41180.1","","VQ motif-containing protein"
"Bra004639","PF07992,PF00890,PF00070,PF00085,PF00462","PTHR22912","KOG0404","1.8.1.9","K00384","AT2G41680.1","NTRC","NADPH-dependent thioredoxin reductase C"
"Bra004649","PF00675,PF05193","PTHR11851","KOG0959","3.4.24.56","K01408","AT2G41790.1","","Insulinase (Peptidase family M16) family protein"
"Bra004654","PF00333,PF03719","PTHR13718","KOG0877","","K02981","AT1G58983.1","","Ribosomal protein S5 family protein"
"Bra004675","PF02466","PTHR14110","KOG3225","","","AT2G42210.2","ATOEP16-3,OEP16-3","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein"
"Bra004683","PF01197","","","","","AT1G75350.1","emb2184","Ribosomal protein L31"
"Bra004722","PF00687","PTHR23105","KOG1569","","","AT2G42710.1","","Ribosomal protein L1p/L10e family"
"Bra004744","PF00694","PTHR11670:SF2","","4.2.1.33,4.2.1.35","K01704","AT2G43100.1","ATLEUD1,IPMI2","isopropylmalate isomerase 2"
"Bra004749","PF04554,PF01190","","","","","AT2G43150.1","","Proline-rich extensin-like family protein"
"Bra004763","PF00753","PTHR11935","KOG0813","","","AT2G43430.1","GLX2-1,GLY1","glyoxalase 2-1"
"Bra004771","PF00187,PF00182","PTHR22595","KOG4742","","","AT2G43570.1","CHI","chitinase, putative"
"Bra004782","PF02391","PTHR23404","KOG3307","2.-.-.-","K03635","AT2G43760.1","","molybdopterin biosynthesis MoaE family protein"
"Bra004783","PF00400","PTHR22847","KOG0265","","K12857","AT2G43770.1","","Transducin/WD40 repeat-like superfamily protein"
"Bra004792","PF05724,PF08241,PF08242","PTHR10108","","","","AT2G43910.1","ATHOL1,HOL1","HARMLESS TO OZONE LAYER 1"
"Bra004806","PF08079,PF00327","PTHR11524","KOG3184","","K02937","AT2G44120.2","","Ribosomal protein L30/L7 family protein"
"Bra004850","PF00025,PF00071,PF08477,PF04670,PF09439,PF00009","PTHR11708","KOG0094","","K07893","AT2G44610.1","ATRAB6A,ATRABH1B,RAB6,RAB6A","Ras-related small GTP-binding family protein"
"Bra004853","PF00166","PTHR10772","KOG1641","","","AT2G44650.1","CHL-CPN10,CPN10","chloroplast chaperonin 10"
"Bra004871","","","","","","AT2G44820.1","",""
"Bra004875","PF00805","","","","","AT2G44920.2","","Tetratricopeptide repeat (TPR)-like superfamily protein"
"Bra004940","PF03766,PF03763","","","","","AT2G45820.1","","Remorin family protein"
"Bra004943","","","","","","AT2G45860.1","",""
"Bra004960","PF05633","","","","","AT2G46080.1","",""
"Bra004995","PF01398","PTHR10540","KOG2975","","","AT2G39990.1","AteIF3f,EIF2,eIF3F","eukaryotic translation initiation factor 2"
"Bra004997","PF00153","PTHR11896","KOG0769","","K13354","AT2G39970.1","","Mitochondrial substrate carrier family protein"
"Bra005002","PF03767","","","","","AT2G39920.2","","HAD superfamily, subfamily IIIB acid phosphatase"
"Bra005003","PF00412","PTHR18973","KOG1700","","","AT2G39900.1","","GATA type zinc finger transcription factor family protein"
"Bra005012","PF00696,PF00171","PTHR11063","KOG4165","1.2.1.41,2.7.2.11","K12657","AT2G39800.1","ATP5CS,P5CS1","delta1-pyrroline-5-carboxylate synthase 1"
"Bra005019","PF00004","","KOG0651","","","AT2G39730.1","RCA","rubisco activase"
"Bra005026","PF04055","","","","","AT2G39670.1","","Radical SAM superfamily protein"
"Bra005064","","PTHR10366","","","","AT2G39080.1","","NAD(P)-binding Rossmann-fold superfamily protein"
"Bra005097","PF03647","PTHR12668","KOG4267","","","AT2G38550.1","","Transmembrane proteins 14C"
"Bra005099","PF00234","","","","","AT2G38530.1","cdf3,LP2,LTP2","lipid transfer protein 2"
"Bra005134","","","","","","AT2G38140.1","PSRP4","plastid-specific ribosomal protein 4"
"Bra005141","PF03255,PF01039","PTHR22855","","","","AT2G38040.1","CAC3","acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit"
"Bra005168","PF00139,PF00069,PF07714","PTHR23258","KOG1187","","","AT2G37710.1","RLK","receptor lectin kinase"
"Bra005175","PF01370,PF01073","PTHR10366","KOG1203","","","AT2G37660.1","","NAD(P)-binding Rossmann-fold superfamily protein"
"Bra005177","PF00249","PTHR10641","KOG0048","","K09422","AT2G37630.1","AS1,ATMYB91,ATPHAN,MYB91","myb-like HTH transcriptional regulator family protein"
"Bra005180","PF01158","PTHR10114","KOG3452","","K02920","AT3G53740.2","","Ribosomal protein L36e family protein"
"Bra005193","PF00892","","","","","AT2G37460.1","","nodulin MtN21 /EamA-like transporter family protein"
"Bra005216","PF00230","PTHR19139","KOG0223","","","AT2G37170.1","PIP2;2,PIP2B","plasma membrane intrinsic protein 2"
"Bra005235","","","","","","AT2G36885.1","",""
"Bra005258","PF01246","PTHR10792","KOG1722","","K02896","AT2G36620.1","RPL24A","ribosomal protein L24"
"Bra005261","PF03952,PF00113,PF07476","PTHR11902","KOG2670","4.2.1.11","K01689","AT2G36530.1","ENO2,LOS2","Enolase"
"Bra005296","PF00411","PTHR11759","KOG0407","","K02955","AT3G11510.1","","Ribosomal protein S11 family protein"
"Bra005306","PF06886","","","","","AT2G35880.1","","TPX2 (targeting protein for Xklp2) protein family"
"Bra005310","PF07526,PF05920,PF00046","PTHR11850","KOG0773","","","AT2G35940.1","BLH1,EDA29","BEL1-like homeodomain 1"
"Bra005329","PF04144","PTHR10687","KOG3088","","","AT1G32050.1","","SCAMP family protein"
"Bra005335","PF07777,PF00170,PF07716","PTHR22952","","","K09060","AT2G35530.1","AtbZIP16,bZIP16","basic region/leucine zipper transcription factor 16"
"Bra005337","PF04755","","","","","AT2G35490.1","","Plastid-lipid associated protein PAP / fibrillin family protein"
"Bra005347","PF01597","PTHR11715","KOG3373","","K02437","AT1G32470.1","","Single hybrid motif superfamily protein"
"Bra005371","PF02142,PF01808","PTHR11692","KOG2555","2.1.2.3,3.5.4.10","K00602","AT2G35040.1","","AICARFT/IMPCHase bienzyme family protein"
"Bra005397","PF02045","PTHR12632","","","","AT2G34720.1","NF-YA4","nuclear factor Y, subunit A4"
"Bra005404","","","","","","AT2G34640.1","HMR,PTAC12","plastid transcriptionally active 12"
"Bra005441","PF10559,PF00344","PTHR10906","KOG1373","","K10956","AT2G34250.1","","SecY protein transport family protein"
"Bra005476","PF00226","PTHR11821","","","","AT2G33735.1","","Chaperone DnaJ-domain superfamily protein"
"Bra005505","PF01657","","","","","AT2G33330.1","PDLP3","plasmodesmata-located protein 3"
"Bra005514","PF00118","PTHR11353","KOG0356","","K04077","AT2G33210.2","HSP60-2","heat shock protein 60-2"
"Bra005521","PF00564,PF00069,PF07714","PTHR23257","KOG0192","","","AT3G24715.1","","Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain"
"Bra005531","PF00231","PTHR11693","KOG1531","","","AT2G33040.1","ATP3","gamma subunit of Mt ATP synthase"
"Bra005546","PF00085","PTHR18929","KOG0191","5.3.4.1","K09584","AT2G32920.1","ATPDI9,ATPDIL2-3,PDI9,PDIL2-3","PDI-like 2-3"
"Bra005570","PF05899","","","","","AT2G32650.1","","RmlC-like cupins superfamily protein"
"Bra005598","PF02163","PTHR22939","","","","AT2G32480.1","ARASP","ARABIDOPSIS SERIN PROTEASE"
"Bra005601","PF01738,PF02230","PTHR17630","KOG3043","3.1.1.45","K01061","AT2G32520.1","","alpha/beta-Hydrolases superfamily protein"
"Bra005603","PF06364","","","","","AT2G32580.1","","Protein of unknown function (DUF1068)"
"Bra005607","PF05899","","","","","AT2G32650.1","","RmlC-like cupins superfamily protein"
"Bra005635","PF01248","PTHR11843","KOG3406","","K02951","AT2G32060.1","","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein"
"Bra005641","PF00201","PTHR11926","KOG1192","","","AT2G31790.1","","UDP-Glycosyltransferase superfamily protein"
"Bra005663","PF00069,PF07714","PTHR22986","KOG0594","","","AT5G01920.1","STN8","Protein kinase superfamily protein"
"Bra005668","PF04525","","","","","AT5G01750.2","","Protein of unknown function (DUF567)"
"Bra005673","PF01187","PTHR11954","KOG1759","","","AT5G01650.2","","Tautomerase/MIF superfamily protein"
"Bra005677","PF00210","PTHR11431","KOG2332","1.16.3.1","K00522","AT5G01600.1","ATFER1,FER1","ferretin 1"
"Bra005686","PF04178","PTHR21493","KOG1743","","","AT3G49420.1","","Got1/Sft2-like vescicle transport protein family"
"Bra005696","PF00139","","","","","AT5G01090.1","","Concanavalin A-like lectin family protein"
"Bra005709","","","","","","AT5G02120.1","OHP","one helix protein"
"Bra005715","PF04099,PF04628","PTHR23249","KOG3369","","","AT5G02280.1","","SNARE-like superfamily protein"
"Bra005727","","","","","","AT5G02480.1","","HSP20-like chaperones superfamily protein"
"Bra005745","PF00164","PTHR11652","KOG1749","","","AT5G02960.1","","Ribosomal protein S12/S23 family protein"
"Bra005749","PF00573","PTHR19431","KOG1475","","K02930","AT3G09630.1","","Ribosomal protein L4/L1 family"
"Bra005759","","PTHR23083","","","","AT5G02590.1","","Tetratricopeptide repeat (TPR)-like superfamily protein"
"Bra005770","PF01535,PF09350","PTHR10483","","","K03457","AT5G03560.2","","Tetratricopeptide repeat (TPR)-like superfamily protein"
"Bra005784","PF01200","PTHR10769","KOG3502","","K02979","AT5G03850.1","","Nucleic acid-binding, OB-fold-like protein"
"Bra005798","PF00076,PF00098","PTHR10432","","","","AT5G04280.1","","RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain"
"Bra005804","PF02365","","","","","AT5G04410.1","anac078,NAC2","NAC domain containing protein 2"
"Bra005809","PF01148","","KOG4453","","","AT5G04490.1","VTE5","vitamin E pathway gene 5"
"Bra005817","PF04568","","","","","AT5G04750.1","","F1F0-ATPase inhibitor protein, putative"
"Bra005820","PF00833","PTHR10732","KOG0187","","K02962","AT2G05220.1","","Ribosomal S17 family protein"
"Bra005822","","","","","","AT5G04830.1","","Nuclear transport factor 2 (NTF2) family protein"
"Bra005881","PF00400,PF09384","PTHR19924","KOG0310","","K14549","AT2G47990.1","EDA13,EDA19,SWA1","transducin family protein / WD-40 repeat family protein"
"Bra005889","","","","","","","",""
"Bra005923","PF08071,PF01479,PF00900,PF00467","PTHR11581","KOG0378","","K02987","AT5G07090.1","","Ribosomal protein S4 (RPS4A) family protein"
"Bra005929","PF00612","","","","","AT5G07240.1","IQD24","IQ-domain 24"
"Bra005974","PF04371","","","3.5.3.12","K10536","AT5G08170.1","ATAIH,EMB1873","porphyromonas-type peptidyl-arginine deiminase family protein"
"Bra005980","PF01379,PF03900","PTHR11557","KOG2892","2.5.1.61","K01749","AT5G08280.1","HEMC","hydroxymethylbilane synthase"
"Bra005982","PF02629,PF00549","PTHR11117","KOG1255","6.2.1.4,6.2.1.5","K01899","AT5G08300.1","","Succinyl-CoA ligase, alpha subunit"
"Bra006016","PF01490","PTHR22950","KOG1303","","","AT5G09220.1","AAP2","amino acid permease 2"
"Bra006029","PF00719","PTHR10286","KOG1626","3.6.1.1","K01507","AT5G09650.1","AtPPa6,PPa6","pyrophosphorylase 6"
"Bra006031","PF04043,PF01095","","","","","AT5G09760.1","","Plant invertase/pectin methylesterase inhibitor superfamily"
"Bra006048","","","","","","AT5G10110.1","",""
"Bra006051","PF00319,PF01486","PTHR11945","KOG0014","","","AT5G10140.1","AGL25,FLC,FLF","K-box region and MADS-box transcription factor family protein"
"Bra006052","PF07977,PF01575","","","4.2.1.-","K02372","AT5G10160.1","","Thioesterase superfamily protein"
"Bra006053","PF00733","PTHR11772","KOG0571","6.3.5.4","K01953","AT5G10240.1","ASN3","asparagine synthetase 3"
"Bra006061","PF00244","PTHR18860","KOG0841","","","AT5G10450.1","14-3-3lambda,AFT1,GRF6","G-box regulating factor 6"
"Bra006101","PF05670","PTHR13049","KOG3272","","","AT5G11500.1","",""
"Bra006182","PF00160","PTHR11071","KOG0880","5.2.1.8","K03768","AT5G13120.1","ATCYP20-2,CYP20-2","cyclophilin 20-2"
"Bra006200","PF00213","PTHR11910","KOG1662","3.6.3.14","K02137","AT5G13450.1","ATP5","delta subunit of Mt ATP synthase"
"Bra006211","PF02353,PF01209,PF08241,PF08242,PF08498","PTHR10108","KOG1269","2.1.1.41","K00559","AT5G13710.1","CPH,SMT1","sterol methyltransferase 1"
"Bra006215","PF00561","PTHR10992","KOG1454","","","AT5G13800.1","CRN1,PPH","pheophytinase"
"Bra006224","PF00195,PF08392,PF08545,PF02797,PF08541","","","2.3.1.74","K00660","AT5G13930.1","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein"
"Bra006227","PF01074,PF09261,PF07748","PTHR11607","KOG1959","","","AT5G13980.1","","Glycosyl hydrolase family 38 protein"
"Bra006233","PF05753","PTHR12861","KOG3317","","K13250","AT5G14030.1","","translocon-associated protein beta (TRAPB) family protein"
"Bra006234","PF00153","PTHR11896","KOG0767","","","AT5G14040.1","PHT3;1","phosphate transporter 3;1"
"Bra006248","PF00416","PTHR10871","KOG3311","","","AT5G14320.1","","Ribosomal protein S13/S18 family"
"Bra006262","PF00180","PTHR11822","KOG1526","1.1.1.42","K00031","AT5G14590.1","","Isocitrate/isopropylmalate dehydrogenase family protein"
"Bra006289","PF00163,PF01479","PTHR11831","KOG3301","","K02997","AT5G15200.1","","Ribosomal protein S4"
"Bra006290","PF01016","PTHR15893","KOG4600","","K02899","AT5G15220.1","","Ribosomal protein L27 family protein"
"Bra006291","","","","","","AT5G15230.1","GASA4","GAST1 protein homolog 4"
"Bra006297","PF02298","","","","","AT5G15350.1","AtENODL17,ENODL17","early nodulin-like protein 17"
"Bra006337","","","","","","AT5G16030.1","",""
"Bra006338","PF00118","PTHR11353","KOG0359","","","AT3G02530.1","","TCP-1/cpn60 chaperonin family protein"
"Bra006340","PF01251","PTHR11278","KOG3320","","K02993","AT5G16130.1","","Ribosomal protein S7e family protein"
"Bra006360","","","","","","AT5G16520.1","",""
"Bra006380","","","","","","AT5G16950.1","",""
"Bra006413","PF01722","PTHR12735","KOG2313","","","AT5G17560.1","","BolA-like family protein"
"Bra006454","PF00380","PTHR21569","KOG1753","","K02960","AT5G18380.1","","Ribosomal protein S5 domain 2-like superfamily protein"
"Bra006456","PF05093","PTHR13273","","","","AT5G18400.2","","Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis"
"Bra006482","","","","","","AT5G18850.1","",""
"Bra006515","PF04117","PTHR11266","KOG1944","","K13348","AT5G19750.1","","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein"
"Bra006517","PF00091,PF03953","PTHR11588","KOG1376","","K07374","AT5G19770.1","TUA3","tubulin alpha-3"
"Bra006523","","","","","","AT5G19875.1","",""
"Bra006530","PF00025,PF00071,PF08477,PF00910","PTHR11708","KOG0096","","K07936","AT5G20010.1","ATRAN1,RAN-1,RAN1","RAS-related nuclear protein-1"
"Bra006536","PF07714,PF00069,PF02230,PF03959,PF03583","PTHR23258","KOG1187","","","AT5G20050.1","","Protein kinase superfamily protein"
"Bra006538","PF00970,PF00175","PTHR19370","KOG0534","1.6.2.2","K00326","AT5G20080.1","","FAD/NAD(P)-binding oxidoreductase"
"Bra006553","PF01201","PTHR10394","KOG3283","","K02995","AT5G59240.1","","Ribosomal protein S8e family protein"
"Bra006567","PF00190,PF07883","","","","","AT5G20630.1","ATGER3,GER3,GLP3,GLP3A,GLP3B","germin 3"
"Bra006579","PF02383","PTHR11200","KOG1888","","","AT5G20840.1","","Phosphoinositide phosphatase family protein"
"Bra006597","PF02325","","","","K02221","AT5G21920.1","ATYLMG2,YLMG2","YGGT family protein"
"Bra006603","PF00097","PTHR22764","KOG1493","","","AT5G22000.1","RHF2A","RING-H2 group F2A"
"Bra006622","","","","","","AT5G22340.1","",""
"Bra006623","PF00957","PTHR21136","KOG0859","","","AT5G22360.1","ATVAMP714,VAMP714","vesicle-associated membrane protein 714"
"Bra006626","PF00687","PTHR23105","KOG1570","","","AT5G22450.1","",""
"Bra006629","","","","","","AT5G22650.2","ATHD2,ATHD2B,HD2,HD2B,HDA4,HDT02,HDT2","histone deacetylase 2B"
"Bra006633","PF00535","","","","","AT5G22740.1","ATCSLA02,ATCSLA2,CSLA02,CSLA2","cellulose synthase-like A02"
"Bra006639","PF00125","PTHR23428","KOG1744","","K11252","AT3G45980.1","H2B,HTB9","Histone superfamily protein"
"Bra006685","PF00125","PTHR23428","KOG1744","","K11252","AT3G45980.1","H2B,HTB9","Histone superfamily protein"
"Bra006694","PF00249","PTHR10641","KOG0048","","K09422","AT5G59780.3","ATMYB59,ATMYB59-1,ATMYB59-2,ATMYB59-3,MYB59","myb domain protein 59"
"Bra006700","PF00069,PF07714","PTHR23258","KOG1187","","","AT3G46420.1","","Leucine-rich repeat protein kinase family protein"
"Bra006748","PF00160","PTHR11071","KOG0880","","","AT5G58710.1","ROC7","rotamase CYP 7"
"Bra006750","PF10262","PTHR13544","KOG3286","","","AT5G58640.1","","Selenoprotein, Rdx type"
"Bra006768","PF11793,PF08071,PF01479,PF00900,PF00467","PTHR12389","KOG0803","","","AT5G58410.1","","HEAT/U-box domain-containing protein"
"Bra006770","","PTHR12133","","","","AT5G58375.1","","Methyltransferase-related protein"
"Bra006778","PF10674","","","","","AT5G58250.1","",""
"Bra006787","PF04051","PTHR20902","KOG3315","","","AT5G58030.1","","Transport protein particle (TRAPP) component"
"Bra006794","PF00240","PTHR10621","KOG4495","","","AT5G57860.1","","Ubiquitin-like superfamily protein"
"Bra006857","PF06426,PF00132","PTHR23416:SF2","KOG4750","2.3.1.30","K00640","AT5G56760.1","ATSERAT1;1,SAT-52,SAT5,SERAT1;1","serine acetyltransferase 1;1"
"Bra006879","PF02771,PF02770,PF00441","PTHR10909","KOG0138","1.3.3.6","K00232","AT3G51840.1","ACX4,ATG6,ATSCX","acyl-CoA oxidase 4"
