"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra040425","Bra040425*","PF00855","PTHR12550","","","","AT2G48160.1","","Tudor/PWWP/MBT domain-containing protein",5
"Bra040426","Bra040426*","","PTHR11592","KOG1904","","","AT3G63070.1","","Tudor/PWWP/MBT domain-containing protein",5
"Bra009107","Bra009107*","","","","","","AT5G05360.1","","",5
"Bra009108","Bra009108*","PF00403","PTHR22814","KOG1603","","","AT5G05365.1","","Heavy metal transport/detoxification superfamily protein",5
"Bra023597","Bra023597*","","","","","","AT5G17170.1","ENH1","rubredoxin family protein",5
"Bra023599","Bra023599*","PF05529","","","","","AT5G17190.1","","",5
"Bra029228","Bra029228*","PF00447","PTHR10015","","","","AT4G18880.1","AT-HSFA4A,HSF A4A","heat shock transcription factor  A4A",5
"Bra029229","Bra029229*","PF00501","PTHR11968","KOG1176","","","AT5G63380.1","","AMP-dependent synthetase and ligase family protein",5
"Bra021198","Bra021198*","PF01301,PF02449,PF02140","PTHR23421","","","","AT2G28470.1","BGAL8","beta-galactosidase 8",5
"Bra021199","Bra021199*","PF00515","PTHR22904","","","","AT3G16760.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",5
"Bra030342","Bra030342*","PF00646","PTHR23125","","","","AT4G05460.1","","RNI-like superfamily protein",5
"Bra030343","Bra030343*","PF00885","PTHR21058","","","","AT2G44050.1","COS1","6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase",5
"Bra032315","Bra032315*","PF05562","","","","","AT1G29390.1","COR314-TM2,COR413IM2","cold regulated 314 thylakoid membrane 2",5
"Bra032316","Bra032316*","PF00076,PF04059","PTHR10432","KOG4660","","","AT1G29400.1","AML5,ML5","MEI2-like protein 5",5
"Bra029969","Bra029969*","","","","","","","","",5
"Bra029970","Bra029970*","","","","","","AT4G26080.1","ABI1,AtABI1","Protein phosphatase 2C family protein",5
"Bra026191","Bra026191*","PF00134,PF02984","PTHR10177","","","","AT1G14750.1","SDS","Cyclin family protein",5
"Bra026192","Bra026192*","PF07227","PTHR21736","","","","AT1G14740.1","","Protein of unknown function (DUF1423)",5
"Bra016231","Bra016231*","","","","","","AT1G70160.1","","",5
"Bra016232","Bra016232*","PF01753","PTHR13244","","","","AT1G70150.1","","zinc ion binding",5
"Bra014522","Bra014522*","PF03416","PTHR22624","KOG2674","","","AT3G59950.1","","Peptidase family C54 protein",5
"Bra029292","Bra029292*","PF00447","PTHR10015","","","","AT5G62020.1","AT-HSFB2A,HSFB2A","heat shock transcription factor  B2A",5
"Bra029293","Bra029293*","PF02362,PF06507","","","","","AT5G62000.1","ARF1-BP,ARF2,HSS,ORE14","auxin response factor 2",5
"Bra018156","Bra018156*","PF01326","","","","","AT4G24450.1","ATGWD2,GWD3,PWD","phosphoglucan, water dikinase",5
"Bra033505","Bra033505","PF07496","PTHR23336:SF2","","","","AT4G15730.1","","CW-type Zinc Finger",6
"Bra016093","Bra016093","PF02225,PF00097","PTHR22765","KOG4628","","","AT1G71980.1","","Protease-associated (PA) RING/U-box zinc finger family protein",6
"Bra017705","Bra017705","PF02042,PF00564","","","","","AT4G35270.1","","Plant regulator RWP-RK family protein",6
"Bra027736","Bra027736","PF00847","","","","","AT1G64380.1","","Integrase-type DNA-binding superfamily protein",6
"Bra024547","Bra024547","PF00076","PTHR10432","KOG0149","","","AT1G22910.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",6
"Bra028417","Bra028417","PF04043","","","","","AT5G38610.1","","Plant invertase/pectin methylesterase inhibitor superfamily protein",6
"Bra032925","Bra032925","","PTHR23050","","","","AT1G29025.1","","Calcium-binding EF-hand family protein",6
"Bra036357","Bra036357","PF07800","PTHR23230:SF90","","","","AT3G25910.1","","Protein of unknown function (DUF1644)",6
"Bra036758","Bra036758","PF00085","PTHR18929","KOG2640","","","AT1G34780.1","APRL4,ATAPRL4","APR-like 4",6
"Bra036239","Bra036239","PF01397,PF03936","","","5.5.1.13","K04120","AT4G02780.1","ABC33,ATCPS1,CPS,CPS1,GA1","Terpenoid cyclases/Protein prenyltransferases superfamily protein",6
"Bra034268","Bra034268","","PTHR13247","","","","AT3G57090.1","BIGYIN,FIS1A","Tetratricopeptide repeat (TPR)-like superfamily protein",6
"Bra005792","Bra005792","","","","","","AT5G04080.1","","",6
"Bra012303","Bra012303","PF01399","PTHR15350","KOG3250","","K12180","AT1G02090.1","ATCSN7,COP15,CSN7,FUS5","Proteasome component (PCI) domain protein",6
"Bra025887","Bra025887","","PTHR19431","","","","AT3G09630.1","","Ribosomal protein L4/L1 family",6
"Bra022736","Bra022736","PF00011","PTHR11527","KOG0710","","","AT5G54660.1","","HSP20-like chaperones superfamily protein",6
"Bra032196","Bra032196","PF00025,PF00071,PF08477,PF04670","PTHR11708","KOG0080","","K07910","AT1G43890.1","ATRAB-C1,ATRAB18,ATRABC1,RAB18,RAB18-1,RABC1","RAB GTPASE HOMOLOG B18",6
"Bra039175","Bra039175","PF06480,PF07728,PF00004","PTHR23076","KOG0731","","","AT3G02450.1","","cell division protein ftsH, putative",6
"Bra022923","Bra022923","PF00917","PTHR10420","KOG1987","","","AT2G32870.1","","TRAF-like family protein",6
"Bra018695","Bra018695","PF04043","","","","","AT1G47960.1","ATC/VIF1,C/VIF1","cell wall / vacuolar inhibitor of fructosidase 1",6
"Bra020949","Bra020949","","","","","","AT4G19840.1","ATPP2-A1,ATPP2A-1,PP2-A1","phloem protein 2-A1",6
"Bra012364","Bra012364","PF00407,PF10604","","","","","AT1G23130.1","","Polyketide cyclase/dehydrase and lipid transport superfamily protein",6
"Bra027695","Bra027695","","","","","","","","",6
"Bra004066","Bra004066","","","","","","AT1G67870.1","","glycine-rich protein",6
"Bra004267","Bra004267","","","","","","AT1G67870.1","","glycine-rich protein",6
"Bra017758","Bra017758*","PF01565,PF02913","PTHR11748","KOG1232","","","AT4G36400.1","","FAD-linked oxidases family protein",6
"Bra017759","Bra017759*","PF00179","PTHR11621","KOG0427","","","AT4G36410.1","UBC17","ubiquitin-conjugating enzyme 17",6
"Bra033275","Bra033275*","","","","","","AT1G01240.1","","",6
"Bra033276","Bra033276*","PF04061","PTHR12665","KOG3319","","","AT1G01230.1","","ORMDL family protein",6
"Bra032518","Bra032518*","PF00917","PTHR10420","","","","AT1G04300.1","","TRAF-like superfamily protein",6
"Bra032519","Bra032519*","PF00203","PTHR11880","KOG0898","","K02958","AT1G04270.1","RPS15","cytosolic ribosomal protein S15",6
"Bra026017","Bra026017*","PF03901","PTHR22760","KOG2515","2.4.1.-","K03846","AT1G16900.1","","Alg9-like mannosyltransferase family",6
"Bra026018","Bra026018*","PF00179","PTHR11621","KOG0417","6.3.2.19","K10580","AT1G16890.2","UBC13B,UBC36","ubiquitin-conjugating enzyme 36",6
"Bra027792","Bra027792*","PF00069,PF07714","PTHR22986","KOG0198","","","AT1G63700.1","EMB71,MAPKKK4,YDA","Protein kinase superfamily protein",6
"Bra027793","Bra027793*","PF02225,PF04258","PTHR12174","KOG2442","","","AT1G63690.1","ATSPPL2,SPPL2","SIGNAL PEPTIDE PEPTIDASE-LIKE 2",6
"Bra003946","Bra003946","PF00759","PTHR22298","","","","AT1G70710.1","ATGH9B1,CEL1,GH9B1","glycosyl hydrolase 9B1",7
"Bra040599","Bra040599","PF00293","PTHR10885","KOG0142","5.3.3.2","K01823","AT3G02780.1","IDI2,IPIAT1,IPP2","isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2",7
"Bra039719","Bra039719","PF05703,PF08458","","","","","AT4G14740.1","","Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region",7
"Bra000354","Bra000354","PF00759","PTHR22298","","","","AT2G44570.1","AtGH9B12,GH9B12","glycosyl hydrolase 9B12",7
"Bra021079","Bra021079","PF00378","PTHR11941","KOG1679","4.2.1.18","K05607","AT4G16800.1","","ATP-dependent caseinolytic (Clp) protease/crotonase family protein",7
"Bra026039","Bra026039","PF00534","PTHR13036","KOG2941","2.4.1.142","K03842","AT1G16570.1","","UDP-Glycosyltransferase superfamily protein",7
"Bra018920","Bra018920","PF10250","","","","","AT1G51630.1","","O-fucosyltransferase family protein",7
"Bra011839","Bra011839","PF00254","PTHR10516","KOG0552","","","AT4G39710.1","FKBP16-2","FK506-binding protein 16-2",7
"Bra017907","Bra017907","PF00578,PF08534","","","","","AT1G21350.3","","Thioredoxin superfamily protein",7
"Bra020082","Bra020082","PF00069,PF07714,PF02230,PF03959,PF03583","PTHR23258","KOG1187","","","AT5G20050.1","","Protein kinase superfamily protein",7
"Bra000294","Bra000294","PF00463","PTHR21631","KOG1260","","","AT2G43180.1","","Phosphoenolpyruvate carboxylase family protein",7
"Bra006622","Bra006622","","","","","","AT5G22340.1","","",7
"Bra009750","Bra009750","","","","","","AT5G24314.1","PDE225,PTAC7","plastid transcriptionally active7",7
"Bra011733","Bra011733","PF00557","PTHR10804","KOG2738","3.4.11.18","K01265","AT4G37040.1","MAP1D","methionine aminopeptidase 1D",7
"Bra032284","Bra032284","PF00501","PTHR11968","KOG1256","6.2.1.3","K01897","AT1G49430.1","LACS2,LRD2","long-chain acyl-CoA synthetase 2",7
"Bra012153","Bra012153","PF00450","PTHR11802","KOG1282","","","AT2G23000.1","scpl10","serine carboxypeptidase-like 10",7
"Bra000901","Bra000901","","","","","","AT4G01995.1","","",7
"Bra020036","Bra020036","PF00639","PTHR10657","","","","AT5G19370.1","","rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein",7
"Bra001645","Bra001645","PF07992,PF01134,PF00070,PF02852","PTHR22912","KOG1335","1.8.1.4","K00382","AT3G16950.2","LPD1,ptlpd1","lipoamide dehydrogenase 1",7
"Bra015341","Bra015341","PF00544","","","4.2.2.2","K01728","AT1G04680.1","","Pectin lyase-like superfamily protein",7
"Bra015668","Bra015668","PF00141","","","1.11.1.11","K00434","AT1G77490.1","TAPX","thylakoidal ascorbate peroxidase",7
"Bra009433","Bra009433","","","","","","AT5G04740.1","","ACT domain-containing protein",7
"Bra023418","Bra023418","","","","","","AT5G13510.1","","Ribosomal protein L10 family protein",7
"Bra004460","Bra004460","PF00326,PF01738","PTHR11731","KOG2100","","","AT2G47390.1","","Prolyl oligopeptidase family protein",7
"Bra003835","Bra003835","PF00254","PTHR10516","KOG0552","","","AT1G73655.1","","FKBP-like peptidyl-prolyl cis-trans isomerase family protein",7
"Bra030732","Bra030732","PF00140,PF04542,PF04539,PF04545","","","","","AT1G08540.1","ABC1,ATSIG1,ATSIG2,SIG1,SIG2,SIGA,SIGB","RNApolymerase sigma subunit 2",7
"Bra006248","Bra006248","PF00416","PTHR10871","KOG3311","","","AT5G14320.1","","Ribosomal protein S13/S18 family",7
"Bra001587","Bra001587","PF01649","","","","","AT3G15190.1","","chloroplast 30S ribosomal protein S20, putative",7
"Bra010484","Bra010484","PF00564,PF00569,PF00627","PTHR20930","KOG4351","","","AT4G24690.1","","ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein",7
"Bra010749","Bra010749","PF00587,PF01409,PF03129","PTHR11476","KOG1936","6.1.1.21","K01892","AT3G46100.1","ATHRS1,HRS1","Histidyl-tRNA synthetase 1",7
"Bra011565","Bra011565","PF01535","PTHR10483","","","","AT4G34830.1","MRL1","Pentatricopeptide repeat (PPR) superfamily protein",7
"Bra038815","Bra038815","PF00344","PTHR10906","","","K10956","AT2G18710.1","SCY1","SECY homolog 1",7
"Bra000863","Bra000863","PF01926","PTHR11089","KOG2484","","","AT4G02790.1","","GTP-binding family protein",7
"Bra035101","Bra035101","PF00581","PTHR11364","KOG1529","2.8.1.1,2.8.1.2","K01011","AT1G79230.1","ATMST1,ATRDH1,MST1,ST1,STR1","mercaptopyruvate sulfurtransferase 1",7
"Bra008766","Bra008766","PF00416","PTHR10871","KOG3311","","","AT5G14320.1","","Ribosomal protein S13/S18 family",7
"Bra012339","Bra012339","PF07719,PF00515","PTHR23083","","","","AT1G22700.2","","Tetratricopeptide repeat (TPR)-like superfamily protein",7
"Bra006052","Bra006052","PF07977,PF01575","","","4.2.1.-","K02372","AT5G10160.1","","Thioesterase superfamily protein",7
"Bra009644","Bra009644","PF08207,PF01132,PF09285","","","","K02356","AT3G08740.1","","elongation factor P (EF-P) family protein",7
"Bra008627","Bra008627","PF01582","","","","","AT4G11340.1","","Disease resistance protein (TIR-NBS-LRR class) family",7
"Bra033438","Bra033438","PF00076","PTHR10432","KOG0131","","","AT3G52380.1","CP33,PDE322","chloroplast RNA-binding protein 33",7
"Bra033540","Bra033540","PF07992,PF01134,PF00070,PF02852","PTHR22912","KOG1335","1.8.1.4","K00382","AT4G16155.1","","dihydrolipoyl dehydrogenases",7
"Bra027196","Bra027196","","PTHR23160","KOG0978","","","AT3G16000.1","MFP1","MAR binding filament-like protein 1",7
"Bra004853","Bra004853","PF00166","PTHR10772","KOG1641","","","AT2G44650.1","CHL-CPN10,CPN10","chloroplast chaperonin 10",7
"Bra008470","Bra008470","PF02492,PF07683","PTHR13748","KOG2743","","","AT1G80480.1","PTAC17","plastid transcriptionally active 17",7
"Bra013565","Bra013565","PF01641","PTHR10173","KOG0856","","","AT4G21860.1","MSRB2","methionine sulfoxide reductase B 2",7
"Bra004168","Bra004168","PF00294","PTHR10584","KOG2855","2.7.1.4","K00847","AT1G66430.1","","pfkB-like carbohydrate kinase family protein",7
"Bra005141","Bra005141","PF03255,PF01039","PTHR22855","","","","AT2G38040.1","CAC3","acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit",7
"Bra015315","Bra015315","PF00248","PTHR11732","KOG1575","","","AT1G04420.1","","NAD(P)-linked oxidoreductase superfamily protein",7
"Bra012683","Bra012683","PF00574","PTHR10381","KOG0840","","","AT4G17040.1","CLPR4","CLP protease R subunit 4",7
"Bra013761","Bra013761","","","","","","AT4G24090.1","","",7
"Bra018329","Bra018329","PF00698","PTHR10982","KOG2926","2.3.1.39","K00645","AT2G30200.1","","catalytics;transferases;[acyl-carrier-protein] S-malonyltransferases;binding",7
"Bra006029","Bra006029","PF00719","PTHR10286","KOG1626","3.6.1.1","K01507","AT5G09650.1","AtPPa6,PPa6","pyrophosphorylase 6",7
"Bra030306","Bra030306","PF05368,PF01370,PF07993,PF08338","PTHR11092","KOG3019","","K07071","AT2G21280.1","ATSULA,GC1,SULA","NAD(P)-binding Rossmann-fold superfamily protein",7
"Bra011314","Bra011314","PF00069,PF07714,PF00155","PTHR11879","KOG1411","2.6.1.1","K00813","AT4G31990.1","AAT3,ASP5,ATAAT1","aspartate aminotransferase 5",7
"Bra017964","Bra017964","PF01063","PTHR11825","KOG0975","2.6.1.42","K00826","AT3G49680.1","ATBCAT-3,BCAT3","branched-chain aminotransferase 3",7
"Bra012005","Bra012005","PF00248","PTHR11732","KOG1575","","","AT2G27680.1","","NAD(P)-linked oxidoreductase superfamily protein",7
"Bra035563","Bra035563","PF05697,PF00254,PF05698","","","","","AT5G55220.1","","trigger factor type chaperone family protein",7
"Bra003776","Bra003776","PF00380","PTHR21569","KOG1753","","","AT1G74970.1","RPS9,TWN3","ribosomal protein S9",7
"Bra019667","Bra019667","PF02517","","","","K07052","AT1G14270.1","","CAAX amino terminal protease family protein",7
"Bra039835","Bra039835","PF12263","","","","","AT2G15290.1","ATTIC21,CIA5,PIC1,TIC21","translocon at inner membrane of chloroplasts 21",7
"Bra021041","Bra021041","PF00320","PTHR23224:SF215","","","","AT4G17570.3","GATA26","GATA transcription factor 26",7
"Bra025958","Bra025958","PF03446,PF02558","PTHR22981","KOG0409","","","AT1G17650.1","GLYR2,GR2","glyoxylate reductase 2",7
"Bra027127","Bra027127","PF08442","PTHR23118","KOG1254","2.3.3.8","K01648","AT1G60810.1","ACLA-2","ATP-citrate lyase A-2",7
"Bra016736","Bra016736","","","","","","AT5G44600.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",7
"Bra031869","Bra031869","","","","","","AT5G65250.1","","",7
"Bra006597","Bra006597","PF02325","","","","K02221","AT5G21920.1","ATYLMG2,YLMG2","YGGT family protein",7
"Bra033402","Bra033402","PF01218","PTHR10755","KOG1518","1.3.3.3","K00228","AT1G03475.1","ATCPO-I,HEMF1,LIN2","Coproporphyrinogen III oxidase",7
"Bra023492","Bra023492","","","","","","AT5G14910.1","","Heavy metal transport/detoxification superfamily protein",7
"Bra017342","Bra017342","","","","","","AT3G25910.1","","Protein of unknown function (DUF1644)",7
"Bra011232","Bra011232","PF02789,PF00883","PTHR11963","KOG2597","3.4.11.1","K01255","AT4G30920.1","","Cytosol aminopeptidase family protein",7
"Bra009181","Bra009181","PF00578,PF08534,PF10417","PTHR10681","KOG0852","1.11.1.15","K03386","AT5G06290.1","2-Cys Prx B,2CPB","2-cysteine peroxiredoxin B",7
"Bra039114","Bra039114","PF07714,PF00069","PTHR23257","KOG0192","","","AT3G01490.1","","Protein kinase superfamily protein",7
"Bra031146","Bra031146","PF00847","","","","","AT2G20880.1","","Integrase-type DNA-binding superfamily protein",7
"Bra007657","Bra007657","PF03283","PTHR21562","KOG4287","","","AT3G62060.1","","Pectinacetylesterase family protein",7
"Bra017499","Bra017499","PF00635","PTHR10809","KOG0439","","","AT5G47180.1","","Plant VAMP (vesicle-associated membrane protein) family protein",7
"Bra036763","Bra036763","PF00829","PTHR21349","KOG1686","","K02888","AT1G35680.1","","Ribosomal protein L21",7
"Bra010018","Bra010018","PF00575","PTHR10724","","","K02945","AT5G30510.1","ARRPS1,RPS1","ribosomal protein S1",7
"Bra033451","Bra033451","PF00076","PTHR10432","KOG0131","","","AT3G52150.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",7
"Bra020666","Bra020666","PF00133,PF09334,PF08264,PF06827","PTHR11946","KOG0433","6.1.1.5","K01870","AT5G49030.3","OVA2","tRNA synthetase class I (I, L, M and V) family protein",7
"Bra015795","Bra015795*","PF01479,PF00849","PTHR10436","KOG1919","","","AT1G76050.2","","Pseudouridine synthase family protein",7
"Bra015796","Bra015796*","PF00069,PF07714,PF00036","PTHR22982","KOG0032","","","AT1G76040.2","CPK29","calcium-dependent protein kinase 29",7
"Bra037167","Bra037167*","","","","","","AT5G66480.1","","",7
"Bra037168","Bra037168*","PF02421,PF00009,PF08477,PF01926,PF03029,PF07650","PTHR11649","KOG1423","","K03595","AT5G66470.1","","RNA binding;GTP binding",7
"Bra008476","Bra008476*","","","KOG2878","","","AT1G80380.2","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",7
"Bra008477","Bra008477*","PF00134,PF02984","PTHR10177","KOG0654","","","AT1G80370.1","CYCA2;4","Cyclin A2;4",7
"Bra032807","Bra032807*","PF01490,PF03222","PTHR22950","KOG1303","","","AT1G24400.1","AATL2,ATLHT2,LHT2","lysine histidine transporter 2",7
"Bra032808","Bra032808*","PF00106,PF08659","PTHR19410","KOG1200","1.1.1.100","K00059","AT1G24360.1","","NAD(P)-binding Rossmann-fold superfamily protein",7
"Bra024138","Bra024138*","PF01663,PF00884","PTHR10151","KOG2645","","","AT4G29680.1","","Alkaline-phosphatase-like family protein",7
"Bra024139","Bra024139*","PF00085","PTHR10438","KOG0907","","","AT4G29670.1","ACHT2","atypical CYS  HIS rich thioredoxin 2",7
"Bra024366","Bra024366*","PF00170,PF07716","PTHR22952","","","K14431","AT5G65210.1","TGA1","bZIP transcription factor family protein",7
